Disease,Question,medical_specialty,severity
Sẹo Rỗ,"Tôi hiện đang có các triệu chứng như da xuất hiện các vết lõm sâu có kích thước, hình dạng không đồng đều trên bề mặt da, đặc biệt là ở vùng má và cằm. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Rỗ,"Tôi đang cảm thấy da mình trở nên lồi lõm, khô nhám và sần sùi sau khi bị mụn. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Rỗ,Tôi hay bị mụn viêm nặng và không chăm sóc da đúng cách. Bây giờ da tôi xuất hiện nhiều vết lõm. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi có làn da dễ bị tổn thương và thường để lại sẹo sau khi lành. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi thấy trên da có nhiều vết lõm nhỏ hơn kích thước vết thương cũ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,"Tôi đang lo lắng về những vết lõm trên da mặt, chúng không gây đau nhức nhưng ảnh hưởng đến thẩm mỹ. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Rỗ,Tôi có tiền sử bị mụn trứng cá và bây giờ da tôi có nhiều sẹo lõm. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi nhận thấy da mình mất đi sự mịn màng và xuất hiện nhiều vết lõm. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi từng nặn mụn và bây giờ da tôi có nhiều vết lõm sâu. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi có làn da dầu và dễ bị mụn. Bây giờ da tôi có nhiều vết sẹo rỗ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi đang tìm hiểu về tình trạng sẹo rỗ và muốn biết liệu các vết lõm trên da tôi có phải là sẹo rỗ hay không. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi đang lo lắng về việc sẹo rỗ có thể ảnh hưởng đến sự tự tin của tôi. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi muốn biết nguyên nhân gây ra sẹo rỗ và cách điều trị. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi có làn da nhạy cảm và dễ bị kích ứng. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi muốn biết liệu sẹo rỗ có thể tự khỏi hay không. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi đang tìm kiếm các phương pháp điều trị sẹo rỗ hiệu quả. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi muốn biết liệu có thể phòng ngừa sẹo rỗ hay không. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi đang lo lắng về việc sẹo rỗ có thể lan rộng hơn. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi muốn biết liệu sẹo rỗ có ảnh hưởng đến sức khỏe của tôi hay không. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Rỗ,Tôi muốn tìm hiểu thêm về các loại sẹo rỗ khác nhau. Tôi có thể đang bị bệnh gì?,Dermatology,
Sỏi Bùn Túi Mật,"Tôi hiện đang có các triệu chứng như đau bụng, đặc biệt là bên phải, ngay sau bữa ăn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang cảm thấy đau dưới xương ức. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hay bị đau vai phải. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hiện đang có các triệu chứng như buồn nôn và nôn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang cảm thấy đau bụng và phân có màu xám đen. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hay bị đau bụng và đầy hơi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hiện đang có các triệu chứng như đau bụng và chán ăn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang cảm thấy mệt mỏi và sụt cân. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hay bị đau bụng và sốt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hiện đang có các triệu chứng như đau bụng và vàng da. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang mang thai và thấy đau bụng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hay bị đau bụng và có tiền sử lạm dụng rượu bia. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hiện đang có các triệu chứng như đau bụng và có tiền sử bệnh gan. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang cảm thấy đau bụng và có tiền sử sỏi mật. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hay bị đau bụng sau khi phẫu thuật dạ dày. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hiện đang có các triệu chứng như đau bụng sau khi cấy ghép nội tạng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang cảm thấy đau bụng sau khi nhịn ăn thời gian dài. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hay bị đau bụng và đang sử dụng một số loại thuốc. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi hiện đang có các triệu chứng như đau bụng và mắc bệnh suy tim. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Bùn Túi Mật,Tôi đang cảm thấy đau bụng sau khi thực hiện chế độ ăn kiêng nghiêm ngặt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,"Tôi hiện đang có các triệu chứng như đau đột ngột ở bên phải, ngay dưới xương sườn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy buồn nôn và nôn mửa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hay bị bồn chồn và đổ mồ hôi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hiện đang có các triệu chứng như mệt mỏi và sốt trên 38 độ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy rét run và rối loạn tiêu hóa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hay bị đau giữa hai bả vai. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hiện đang có các triệu chứng như đau ở vai phải. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy đau bụng sau khi ăn đồ nhiều dầu mỡ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hay bị đầy bụng và khó tiêu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hiện đang có các triệu chứng như đau bụng và sốt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy đau bụng và buồn nôn sau khi ăn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hay bị vàng da và ngứa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hiện đang có các triệu chứng như đau bụng và phân có màu nhạt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy đau bụng và chán ăn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hay bị đau bụng và sụt cân. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hiện đang có các triệu chứng như đau bụng và khó thở. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy đau bụng và đau lưng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hay bị đau bụng và táo bón. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi hiện đang có các triệu chứng như đau bụng và tiêu chảy. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Mật,Tôi đang cảm thấy đau bụng và có tiền sử gia đình bị sỏi mật. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau dữ dội ở hạ sườn phải, lan lên vai và lưng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị sốt cao, rét run và vàng da. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi thấy mệt mỏi, chán ăn và da vàng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau bụng, buồn nôn và nôn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,Tôi bị ngứa da và nước tiểu sẫm màu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Ống Mật Chủ,Tôi thấy phân bạc màu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Ống Mật Chủ,Tôi bị đau bụng sau khi ăn đồ nhiều dầu mỡ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Ống Mật Chủ,Tôi đã từng mổ túi mật nhưng vẫn thấy đau bụng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị béo phì và hay thấy đau bụng, buồn nôn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi đang mang thai và thấy đau bụng, vàng da. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi ăn chay trường và thấy đau bụng, khó tiêu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi giảm cân nhanh và thấy đau bụng, buồn nôn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi ít vận động và thấy đau bụng, khó tiêu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau bụng dữ dội, sốt cao và rối loạn tri giác. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau bụng, gan to và sờ thấy túi mật. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau bụng, sốt và nước tiểu ít. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau bụng, nôn mửa và chán ăn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,"Tôi bị đau bụng, vàng da và ngứa. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sỏi Ống Mật Chủ,Tôi bị đau bụng và phân có màu đen. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sỏi Ống Mật Chủ,Tôi bị đau bụng và có tiền sử giun chui ống mật. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hiện đang có các triệu chứng như ợ nóng, ợ chua và đau rát sau xương ức. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang cảm thấy khó nuốt, buồn nôn và đau ngực. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị trào ngược thức ăn, ợ hơi và ho nhiều. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang gặp vấn đề về tiêu hóa, đầy bụng và khó thở. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị nôn ra máu, đi cầu phân đen và đau bụng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hiện đang có các triệu chứng như ợ nóng, ợ chua sau khi ăn no. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang cảm thấy khó tiêu, đầy bụng và buồn nôn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị đau ngực, khó thở và ho nhiều về đêm. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang gặp vấn đề về giấc ngủ, hay bị thức giấc giữa đêm do ợ nóng, ợ chua. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị trào ngược axit, đau rát họng và khàn giọng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hiện đang có các triệu chứng như đau bụng, buồn nôn và nôn sau khi ăn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang cảm thấy khó tiêu, đầy hơi và táo bón. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị đau ngực, khó thở và ho ra máu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang gặp vấn đề về hô hấp, khó thở khi nằm ngửa. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị trào ngược axit, ợ chua và cảm giác nóng rát sau xương ức khi ăn đồ cay nóng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hiện đang có các triệu chứng như đau bụng, buồn nôn và nôn sau khi uống rượu bia. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang cảm thấy khó tiêu, đầy bụng và ợ hơi sau khi ăn đồ chiên xào nhiều dầu mỡ. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị đau ngực, khó thở và ho nhiều sau khi hút thuốc lá. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi đang gặp vấn đề về giấc ngủ, hay bị thức giấc giữa đêm do khó thở. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Thoát Vị Khe Hoành,"Tôi hay bị trào ngược axit, ợ chua và cảm giác nóng rát sau xương ức khi ăn sô cô la. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,"Tôi hay bị đi ngoài nhiều lần trong ngày, phân lỏng và toàn nước. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đầy bụng, sôi bụng và buồn nôn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,Tôi đang cảm thấy mệt lả và chuột rút. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,"Tôi hay bị khát nước, da khô và mắt trũng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài ra máu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,Tôi đang cảm thấy đau bụng dữ dội và đi ngoài phân đen. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,Tôi hay bị đi ngoài nhiều lần sau khi ăn đồ ăn lạ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,Tôi hiện đang có các triệu chứng như đi ngoài phân sống và đầy bụng sau khi uống sữa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,"Tôi đang cảm thấy đau bụng, nôn mửa và tiêu chảy sau khi ăn hải sản. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,Tôi hay bị đi ngoài nhiều lần và phân có mùi hôi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài nhiều lần sau khi đi du lịch. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,"Tôi đang cảm thấy mệt mỏi, chán ăn và đi ngoài phân lỏng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,Tôi hay bị sụt cân và đi ngoài nhiều lần. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, buồn nôn và đi ngoài ra máu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Tiêu Chảy,Tôi đang cảm thấy ngứa rát hậu môn và đi ngoài phân lỏng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,Tôi hay bị đi ngoài nhiều lần sau khi sử dụng kháng sinh. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài ra máu sau khi ăn rau sống. Tôi có thể đang bị bệnh gì?",Gastroenterology,
